ocid,tender/id,tender/title,buyer/name,tenderclassification/description,tender/procurementMethod,amount,num_tenderers,duration_days,flag_single_bidder,flag_zero_bidders,flag_short_window,flag_non_open,flag_high_value,flag_buyer_concentration,flag_round_amount,ml_anomaly_flag,anomaly_score,risk_score,risk_tier,risk_explanation
ocds-kjhdrl-2017_FCS_1598_1,2017_FCS_1598_1,supply of sugar for distribution through Targeted Public Distribution System in Assam.,Food Civil Supplies and Consumer Affairs Department,Miscellaneous Works,Open Tender,19803960000.0,5,90,0,0,0,0,1,0,0,1,0.5955833927076597,28.25,🟢 Low,Contract value above 95th percentile for this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_BTC_1608_1,2017_BTC_1608_1,TN_No_108/1,Bodoland Territorial Council-PWD,Civil Works,Open Tender,151338636.0,3,180,0,0,0,0,1,0,0,1,0.5936154507042732,28.22,🟢 Low,Contract value above 95th percentile for this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2016_ICD_1264_1,2016_ICD_1264_1,"TECHNICAL SURVEILLANCE OF NATURAL GAS PIPELINE SUSPENSION CROSSING ACROSS RIVER DILLI, NAMRUP, ASSAM",Industries and Commerce Department,Oil/Gas,Open Tender,8206496.5,1,180,1,0,0,0,0,1,0,0,0.06967157301969429,28.09,🟢 Low,Only 1 bidder submitted (possible bid-rigging); This buyer dominates >70% of contracts in this category
ocds-kjhdrl-2017_BTC_2191_1,2017_BTC_2191_1,BTC/OTSG/2017-18/03,Bodoland Territorial Council-PWD,Civil Works,Open Tender,146996842.0,3,180,0,0,0,0,1,0,0,1,0.5851088267038778,28.09,🟢 Low,Contract value above 95th percentile for this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_BTC_1597_1,2017_BTC_1597_1,BTC/SA(15-16)/RD-1292,Bodoland Territorial Council-PWD,Civil Works,Open Tender,147297785.0,3,180,0,0,0,0,1,0,0,1,0.5842509515361283,28.08,🟢 Low,Contract value above 95th percentile for this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_BTC_2190_1,2017_BTC_2190_1,BTC/OTSG/2017-18/02,Bodoland Territorial Council-PWD,Civil Works,Open Tender,148514774.0,2,180,0,0,0,0,1,0,0,1,0.5791741598415754,28.01,🟢 Low,Contract value above 95th percentile for this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_BTC_1859_1,2017_BTC_1859_1,BTC/NLCPR/2016-17/142,Bodoland Territorial Council-PWD,Civil Works,Open Tender,143485319.0,2,180,0,0,0,0,1,0,0,1,0.5752981110078209,27.95,🟢 Low,Contract value above 95th percentile for this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2016_SSA_1341_1,2016_SSA_1341_1,"PRINTING and SUPPLY OF SCHOOL STANDARDS AND EVALUATION FRAMEWORK AND SCHOOL EVALUATION DASHBOARD IN ASSAMESE, BENGALI, BODO, HINDI AND ENGLISH VERSION",Axom Sarba Siksha Abhijan Mission,Supply of Materials,Open Tender,800000.0,1,90,1,0,0,0,0,0,1,0,0.3037965309054931,27.74,🟢 Low,Only 1 bidder submitted (possible bid-rigging); Contract amount is suspiciously round (possible fixed pricing)
ocds-kjhdrl-2016_DAASC_1250_1,2016_DAASC_1250_1,e-FOE for Diesel and Electrical Pumpsets for STW and LLP 2016-17,Directorate of Agriculture and Assam Seed Corporation,Farm Machinery and Equipments,Open Tender,8206496.5,35,90,0,0,0,0,0,1,0,1,0.5600040540756053,27.72,🟢 Low,This buyer dominates >70% of contracts in this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_ICD_1950_1,2017_ICD_1950_1,DNPL/FA/NIT ACCOUNTS and TAXATION/307/06,Industries and Commerce Department,Miscellaneous Services,Open Tender,2000000.0,1,60,1,0,0,0,0,0,1,0,0.30287332331840067,27.72,🟢 Low,Only 1 bidder submitted (possible bid-rigging); Contract amount is suspiciously round (possible fixed pricing)
ocds-kjhdrl-2016_UDD_1002_1,2016_UDD_1002_1,Storm Water Drainage System of Margherita Town on Trunkey basis.,Urban Development Department,Civil Works,Open Tender,215848000.0,0,180,0,1,0,0,1,0,0,0,0.3003144311402045,27.69,🟢 Low,No bidders recorded (may be pre-awarded); Contract value above 95th percentile for this category
ocds-kjhdrl-2017_HFWD_1507_1,2017_HFWD_1507_1,IEC Materials and Printing Materials For Pkg1,Health and Family Welfare Department,Publishing/Printing,Open Tender,8206496.5,18,365,0,0,0,0,0,1,0,1,0.5461695512219427,27.51,🟢 Low,This buyer dominates >70% of contracts in this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_PWD_3764_1,2017_PWD_3764_1,Construction of Road and Bridges,Public Works Roads Department,Civil Works,Open Tender,84887817.0,0,180,0,1,0,0,1,0,0,0,0.2773100948495991,27.34,🟢 Low,No bidders recorded (may be pre-awarded); Contract value above 95th percentile for this category
ocds-kjhdrl-2016_BTC_935_1,2016_BTC_935_1,Udalguri_Ashram_1,Bodoland Territorial Council-PWD,Civil Works,Open Tender,130196117.0,3,180,0,0,0,0,1,0,0,1,0.5244364772365958,27.18,🟢 Low,Contract value above 95th percentile for this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2016_NHM_1364_1,2016_NHM_1364_1,RTI-STI/DRUG/3061 /2016-17/16134,National Health Mission,Medicines,Open Tender,2925000.0,0,120,0,1,0,0,0,1,0,0,0.25379594597558863,26.99,🟢 Low,No bidders recorded (may be pre-awarded); This buyer dominates >70% of contracts in this category
ocds-kjhdrl-2017_NHM_1667_1,2017_NHM_1667_1,FOR SUPPLY OF RTI-STI DRUG KIT,National Health Mission,Medicines,Open Tender,2925000.0,0,120,0,1,0,0,0,1,0,0,0.25379594597558863,26.99,🟢 Low,No bidders recorded (may be pre-awarded); This buyer dominates >70% of contracts in this category
ocds-kjhdrl-2017_HE_4126_4,2017_HE_4126_4,SUPPLY OF GYM AND SPORTS GOODS ETC AT PDUAM ERALIGOOL,Department of Higher Education,Sports Goods/Equipments,Open Tender,8206496.5,0,45,0,1,0,0,0,1,0,0,0.25192817098373843,26.96,🟢 Low,No bidders recorded (may be pre-awarded); This buyer dominates >70% of contracts in this category
ocds-kjhdrl-2017_HE_4126_1,2017_HE_4126_1,SUPPLY OF GYM AND SPORTS GOODS ETC AT PDUAM AMJONGA,Department of Higher Education,Sports Goods/Equipments,Open Tender,8206496.5,0,45,0,1,0,0,0,1,0,0,0.25192817098373843,26.96,🟢 Low,No bidders recorded (may be pre-awarded); This buyer dominates >70% of contracts in this category
ocds-kjhdrl-2017_HE_4126_3,2017_HE_4126_3,SUPPLY OF GYM AND SPORTS GOODS ETC AT PDUAM DALGAON,Department of Higher Education,Sports Goods/Equipments,Open Tender,8206496.5,0,45,0,1,0,0,0,1,0,0,0.25192817098373843,26.96,🟢 Low,No bidders recorded (may be pre-awarded); This buyer dominates >70% of contracts in this category
ocds-kjhdrl-2017_HE_4126_5,2017_HE_4126_5,SUPPLY OF GYM AND SPORTS GOODS ETC AT PDUAM TULUNGIA,Department of Higher Education,Sports Goods/Equipments,Open Tender,8206496.5,0,45,0,1,0,0,0,1,0,0,0.25192817098373843,26.96,🟢 Low,No bidders recorded (may be pre-awarded); This buyer dominates >70% of contracts in this category
ocds-kjhdrl-2017_HE_4126_2,2017_HE_4126_2,SUPPLY OF GYM AND SPORTS GOODS ETC AT PDUAM BEHALI,Department of Higher Education,Sports Goods/Equipments,Open Tender,8206496.5,0,45,0,1,0,0,0,1,0,0,0.25192817098373843,26.96,🟢 Low,No bidders recorded (may be pre-awarded); This buyer dominates >70% of contracts in this category
ocds-kjhdrl-2017_SNT_1966_1,2017_SNT_1966_1,"Tender for Solar Power Plant, Aggregate Capacity 320KW",Department of Science and Technology,Power/Energy Projects/Products,Open Tender,45511000.0,11,365,0,0,0,0,0,1,0,1,0.505856639981048,26.91,🟢 Low,This buyer dominates >70% of contracts in this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2016_PHED_950_1,2016_PHED_950_1,PACKAGE NO 1_Supply delivery and installation of standalone community water purification plant with solar pumps set fitted with tube well capable of removing contaminants,Public Health Engineering Department,Civil Works - Water Works,Open Tender,38822000.0,0,120,0,1,0,0,0,1,0,0,0.24106648234982697,26.8,🟢 Low,No bidders recorded (may be pre-awarded); This buyer dominates >70% of contracts in this category
ocds-kjhdrl-2017_PWD_1765_1,2017_PWD_1765_1,BAL_KMP_11th_16-17_2A,Public Works Roads Department,Civil Works,Open Tender,69214000.0,0,180,0,1,0,0,1,0,0,0,0.23677818257004746,26.73,🟢 Low,No bidders recorded (may be pre-awarded); Contract value above 95th percentile for this category
ocds-kjhdrl-2016_PHED_950_2,2016_PHED_950_2,PACKAGE NO 2_Supply  delivery and installation of standalone community water purification plant with solar pumps set fitted with tube well capable of removing contaminants,Public Health Engineering Department,Civil Works - Water Works,Open Tender,37773000.0,0,120,0,1,0,0,0,1,0,0,0.23589284676704325,26.72,🟢 Low,No bidders recorded (may be pre-awarded); This buyer dominates >70% of contracts in this category
ocds-kjhdrl-2017_FCS_1968_1,2017_FCS_1968_1,e-tender for the allotment of salt (under Zonal quota) detailed hereunder for the period 2017-18,Food Civil Supplies and Consumer Affairs Department,Food Products,Open Tender,12000000.0,41,365,0,0,0,0,0,0,1,1,0.7467473934804258,26.66,🟢 Low,Contract amount is suspiciously round (possible fixed pricing); ML model flagged this as a statistical outlier
ocds-kjhdrl-2016_RMSA_970_1,2016_RMSA_970_1,Procurement of Educational Services and Setting up of Labs for Private Security Trade in Government Schools in Assam Under Revised NSQF Scheme,Rashtriya Madhyamik Siksha Abhijan,Miscellaneous Services,Open Tender,20000000.0,1,90,1,0,0,0,0,0,1,0,0.22504464275815694,26.56,🟢 Low,Only 1 bidder submitted (possible bid-rigging); Contract amount is suspiciously round (possible fixed pricing)
ocds-kjhdrl-2016_RMSA_971_1,2016_RMSA_971_1,Procurement of Educational Services and Setting up of Labs for Healthcare Trade in Government Schools in Assam Under Revised NSQF Scheme,Rashtriya Madhyamik Siksha Abhijan,Miscellaneous Services,Open Tender,20000000.0,1,90,1,0,0,0,0,0,1,0,0.22504464275815694,26.56,🟢 Low,Only 1 bidder submitted (possible bid-rigging); Contract amount is suspiciously round (possible fixed pricing)
ocds-kjhdrl-2016_DOT_1143_1,2016_DOT_1143_1,Project at Manas,Department of Tourism,Civil Works - Building,Open Tender,374901432.0,2,225,0,0,0,0,1,0,0,1,0.4806129024519209,26.53,🟢 Low,Contract value above 95th percentile for this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2016_DOT_962_1,2016_DOT_962_1,Manas - Pobitora - Nameri - Kaziranga - Dibru Saikhowa as Wild Life Circuit in Assam under Swadesh Darshan NA Project at Manas,Department of Tourism,Composite Works,Open Tender,374901432.0,2,225,0,0,0,0,1,0,0,1,0.4806129024519209,26.53,🟢 Low,Contract value above 95th percentile for this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_PWBNH_1600_1,2017_PWBNH_1600_1,Establishment of Super Speciality Hospital at Gauhati Medical College at Guwahati Balance works Package No  SSH BW,Public Works Building and NH Department,Civil Works - Building,Open Tender,403754582.0,4,180,0,0,0,0,1,0,0,1,0.476871524229744,26.47,🟢 Low,Contract value above 95th percentile for this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2016_SWD_1202_1,2016_SWD_1202_1,Uniform Chadar and Mekhela to 11022 AWWs and 9982 AWHs,Social Welfare Department,Uniforms/Curtains/Clothes,Open Tender,12602400.0,19,45,0,0,0,0,0,1,0,1,0.46668369770516127,26.32,🟢 Low,This buyer dominates >70% of contracts in this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2016_PHED_950_3,2016_PHED_950_3,PACKAGE NO 3_Supply delivery and installation of standalone community water purification plant with solar pumps set fitted with tube well capable of removing contaminants,Public Health Engineering Department,Civil Works - Water Works,Open Tender,24133000.0,0,120,0,1,0,0,0,1,0,0,0.2094959155077214,26.32,🟢 Low,No bidders recorded (may be pre-awarded); This buyer dominates >70% of contracts in this category
ocds-kjhdrl-2016_DAASC_1247_1,2016_DAASC_1247_1,e-FOE for Tractors and Matching Implements and Power Tillers 2016-17,Directorate of Agriculture and Assam Seed Corporation,Farm Machinery and Equipments,Open Tender,8206496.5,26,90,0,0,0,0,0,1,0,1,0.46592305882708596,26.31,🟢 Low,This buyer dominates >70% of contracts in this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2016_SSA_1078_1,2016_SSA_1078_1,E-Tender for Security Services,Axom Sarba Siksha Abhijan Mission,Miscellaneous Services,Open Tender,3000000.0,1,90,1,0,0,0,0,0,1,0,0.20428109219592538,26.25,🟢 Low,Only 1 bidder submitted (possible bid-rigging); Contract amount is suspiciously round (possible fixed pricing)
ocds-kjhdrl-2017_BTC_2345_1,2017_BTC_2345_1,BTC/OTSG/2017-18/24,Bodoland Territorial Council-PWD,Civil Works,Open Tender,106233774.0,2,180,0,0,0,0,1,0,0,1,0.4591595149505291,26.21,🟢 Low,Contract value above 95th percentile for this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2016_ICD_1303_1,2016_ICD_1303_1,SUPPLY OF MDPE PIPES,Industries and Commerce Department,Supply of Materials,Open Tender,17500000.0,1,180,1,0,0,0,0,0,1,0,0.19657048370205465,26.13,🟢 Low,Only 1 bidder submitted (possible bid-rigging); Contract amount is suspiciously round (possible fixed pricing)
ocds-kjhdrl-2016_DOT_961_1,2016_DOT_961_1,Development of Kamakhya Temple and Pilgrimage Destination in and around Guwahati under PRASAD,Department of Tourism,Civil Works,Open Tender,326234374.0,2,225,0,0,0,0,1,0,0,1,0.45379192699335913,26.13,🟢 Low,Contract value above 95th percentile for this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2016_SWD_1201_1,2016_SWD_1201_1,Uniform Chadar and Mekhela to 12873 AWWs and 12265 AWHs,Social Welfare Department,Uniforms/Curtains/Clothes,Open Tender,15082800.0,18,45,0,0,0,0,0,1,0,1,0.4517753705767604,26.09,🟢 Low,This buyer dominates >70% of contracts in this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_BTC_2193_1,2017_BTC_2193_1,BTC/OTSG/2017-18/05,Bodoland Territorial Council-PWD,Civil Works,Open Tender,99527260.0,3,180,0,0,0,0,1,0,0,1,0.43285590121094764,25.81,🟢 Low,Contract value above 95th percentile for this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_DoWR_1500_1,2017_DoWR_1500_1,MNR to Rajakhat,Department of Water Resources,Civil Works,Open Tender,5000000.0,1,90,1,0,0,0,0,0,1,0,0.17033082738568828,25.74,🟢 Low,Only 1 bidder submitted (possible bid-rigging); Contract amount is suspiciously round (possible fixed pricing)
ocds-kjhdrl-2017_HFWD_2024_1,2017_HFWD_2024_1,DISPOSAL OF 110 NOS OF CONDEMNED VEHICLE,Health and Family Welfare Department,Vehicles/Vehicle Spares,Auction,8080000.0,0,90,0,1,0,1,0,0,0,0,0.16537737022127652,25.66,🟢 Low,No bidders recorded (may be pre-awarded); Non-open procurement method: Auction
ocds-kjhdrl-2017_WPTBC_1958_1,2017_WPTBC_1958_1,Architectural and allied Consultancy services for construction of SC Multi Complex Unit at Majuli Assam,Welfare of Plain Tribes and Backward Classes,Miscellaneous Services,Open Tender,350000000.0,4,365,0,0,0,0,0,0,1,1,0.6805418826820273,25.66,🟢 Low,Contract amount is suspiciously round (possible fixed pricing); ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_DoWR_1819_1,2017_DoWR_1819_1,Muwamaripk1,Department of Water Resources,Civil Works,Open Tender,73315858.0,6,180,0,0,0,0,1,0,0,1,0.40901964462521834,25.45,🟢 Low,Contract value above 95th percentile for this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_BTC_2582_4,2017_BTC_2582_4,BTC/OTSG/2017-18/49,Bodoland Territorial Council-PWD,Civil Works,Open Tender,87167237.0,2,180,0,0,0,0,1,0,0,1,0.3983775803758529,25.29,🟢 Low,Contract value above 95th percentile for this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_BTC_2582_1,2017_BTC_2582_1,BTC/OTSG/2017-18/46,Bodoland Territorial Council-PWD,Civil Works,Open Tender,87366222.0,2,180,0,0,0,0,1,0,0,1,0.3983775803758529,25.29,🟢 Low,Contract value above 95th percentile for this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_BTC_2582_2,2017_BTC_2582_2,BTC/OTSG/2017-18/47,Bodoland Territorial Council-PWD,Civil Works,Open Tender,87218794.0,2,180,0,0,0,0,1,0,0,1,0.3983775803758529,25.29,🟢 Low,Contract value above 95th percentile for this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2017_BTC_2582_3,2017_BTC_2582_3,BTC/OTSG/2017-18/48,Bodoland Territorial Council-PWD,Civil Works,Open Tender,87344232.0,2,180,0,0,0,0,1,0,0,1,0.3983775803758529,25.29,🟢 Low,Contract value above 95th percentile for this category; ML model flagged this as a statistical outlier
ocds-kjhdrl-2016_RMSA_972_1,2016_RMSA_972_1,Procurement of Educational Services and Setting up of Labs for Agriculture and Horticulture Trade in Government Schools in Assam,Rashtriya Madhyamik Siksha Abhijan,Miscellaneous Services,Open Tender,10000000.0,1,90,1,0,0,0,0,0,1,0,0.14058054958117283,25.29,🟢 Low,Only 1 bidder submitted (possible bid-rigging); Contract amount is suspiciously round (possible fixed pricing)
ocds-kjhdrl-2016_SSA_1491_1,2016_SSA_1491_1,PRINTING and SUPPLY REP MATERIALS IN ASSAMESE VERSION,Axom Sarba Siksha Abhijan Mission,Miscellaneous Works,Open Tender,10500000.0,1,90,1,0,0,0,0,0,1,0,0.13630292584961312,25.23,🟢 Low,Only 1 bidder submitted (possible bid-rigging); Contract amount is suspiciously round (possible fixed pricing)
